path	bytes	ext	bucket	role	is_symlink	purpose_bucket
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-2-abcde-realize-or-vision/with_skill/grading.json	596	json	B-medical-graphics	data-config	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-2-abcde-realize-or-vision/with_skill/outputs/NOTES.md	2854	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-2-abcde-realize-or-vision/with_skill/outputs/abcde.typ	3475	typ	B-medical-graphics	typst-source	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-2-abcde-realize-or-vision/with_skill/outputs/abcde.vision.md	1215	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-2-abcde-realize-or-vision/without_skill/grading.json	599	json	B-medical-graphics	data-config	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-2-abcde-realize-or-vision/without_skill/outputs/NOTES.md	1521	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-2-abcde-realize-or-vision/without_skill/outputs/abcde.typ	3731	typ	B-medical-graphics	typst-source	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-2-abcde-realize-or-vision/without_skill/outputs/abcde.vision.md	1318	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-3-claim-audit-fail-scenario/eval_metadata.json	956	json	B-medical-graphics	data-config	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-3-claim-audit-fail-scenario/with_skill/grading.json	508	json	B-medical-graphics	data-config	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-3-claim-audit-fail-scenario/with_skill/outputs/NOTES.md	1473	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-3-claim-audit-fail-scenario/with_skill/outputs/claim-audit.md	6157	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-3-claim-audit-fail-scenario/without_skill/grading.json	511	json	B-medical-graphics	data-config	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-3-claim-audit-fail-scenario/without_skill/outputs/NOTES.md	1010	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-3-claim-audit-fail-scenario/without_skill/outputs/claim-audit.md	4312	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/review.html	229696	html	B-medical-graphics	other	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics/SKILL.md	9207	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics/evals/evals.json	4276	json	B-medical-graphics	data-config	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics/examples/INDEX.md	2651	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics/playbook/00-overview.md	2449	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics/playbook/01-from-form-spec.md	1066	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics/playbook/02-free-vision.md	2178	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics/playbook/03-claim-audit.md	3078	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics/playbook/04-recreate-typst.md	1459	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics/playbook/05-hybrid.md	759	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics/playbook/06-refine-raster.md	1862	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics/playbook/07-ab-compare.md	705	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics/playbook/08-accept-handoff.md	829	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics/playbook/09-form-recipes.md	7412	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics/playbook/10-kl-chapter-pipeline.md	3321	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics/playbook/walkthrough-iv2.md	2127	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics/references/asset-pipeline.md	2071	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics/references/book-visual-standards.md	4256	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics/references/decision-heuristics.md	2602	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics/references/free-vision.md	3336	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics/references/graphic-types.md	1776	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics/references/kl-form-library.md	9596	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics/references/tools-and-generation.md	2320	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/templates/accept-record.template.md	1854	md	B-medical-meta	markdown-doc	False	Genre recipes + media templates
domains/medical/templates/form-spec.template.md	2637	md	B-medical-meta	markdown-doc	False	Genre recipes + media templates
domains/medical/templates/graphic-claim-audit.template.md	1776	md	B-medical-meta	markdown-doc	False	Genre recipes + media templates
domains/medical/templates/graphic-decision.template.md	2236	md	B-medical-meta	markdown-doc	False	Genre recipes + media templates
domains/medical/templates/graphic-vision.template.md	1881	md	B-medical-meta	markdown-doc	False	Genre recipes + media templates
domains/medical/templates/media-brief.template.md	1801	md	B-medical-meta	markdown-doc	False	Genre recipes + media templates
editorconfig	263	(none)	ROOT-misc	other	False	Root governance, scratch, licenses
fonts/.gitkeep	0	(none)	A-support	other	False	Fonts, placeholders, isolated tests
fonts/Font Awesome 6 Brands-Regular-400.otf	554744	otf	A-support	binary-resource	False	Fonts, placeholders, isolated tests
fonts/Font Awesome 6 Free-Regular-400.otf	189956	otf	A-support	binary-resource	False	Fonts, placeholders, isolated tests
fonts/Font Awesome 6 Free-Solid-900.otf	1023996	otf	A-support	binary-resource	False	Fonts, placeholders, isolated tests
github/skills/pinit-workflow/SKILL.md	23758	md	ROOT-misc	markdown-doc	False	Root governance, scratch, licenses
github/skills/pinit-workflow/components/pinit-debug.typ	6445	typ	ROOT-misc	typst-source	False	Root governance, scratch, licenses
github/skills/pinit-workflow/debug/pinit-issues.md	6578	md	ROOT-misc	markdown-doc	False	Root governance, scratch, licenses
github/skills/pinit-workflow/debug/pinit-regression.pdf	55865	pdf	ROOT-misc	other	False	Root governance, scratch, licenses
github/skills/pinit-workflow/debug/pinit-regression.typ	8769	typ	ROOT-misc	typst-source	False	Root governance, scratch, licenses
github/skills/pinit-workflow/docs/pinit-ai-playbook.md	3747	md	ROOT-misc	markdown-doc	False	Root governance, scratch, licenses
github/skills/pinit-workflow/docs/pinit-coordinate-roundtrip.md	802	md	ROOT-misc	markdown-doc	False	Root governance, scratch, licenses
github/skills/pinit-workflow/docs/pinit-style-guide.md	2226	md	ROOT-misc	markdown-doc	False	Root governance, scratch, licenses
github/skills/pinit-workflow/tools/pinit-clickmap.html	2801	html	ROOT-misc	other	False	Root governance, scratch, licenses
github/skills/skill-creator/LICENSE.txt	11357	txt	ROOT-misc	other	False	Root governance, scratch, licenses
github/skills/skill-creator/SKILL.md	32370	md	ROOT-misc	markdown-doc	False	Root governance, scratch, licenses
github/skills/skill-creator/agents/analyzer.md	10376	md	ROOT-misc	markdown-doc	False	Root governance, scratch, licenses
github/skills/skill-creator/agents/comparator.md	7287	md	ROOT-misc	markdown-doc	False	Root governance, scratch, licenses
github/skills/skill-creator/agents/grader.md	9049	md	ROOT-misc	markdown-doc	False	Root governance, scratch, licenses
github/skills/skill-creator/assets/eval_review.html	7058	html	ROOT-misc	other	False	Root governance, scratch, licenses
github/skills/skill-creator/eval-viewer/generate_review.py	16365	py	ROOT-misc	python-tool	False	Root governance, scratch, licenses
github/skills/skill-creator/eval-viewer/viewer.html	44998	html	ROOT-misc	other	False	Root governance, scratch, licenses
github/skills/skill-creator/references/schemas.md	12061	md	ROOT-misc	markdown-doc	False	Root governance, scratch, licenses
github/skills/skill-creator/scripts/__init__.py	0	py	ROOT-misc	python-tool	False	Root governance, scratch, licenses
github/skills/skill-creator/scripts/aggregate_benchmark.py	14386	py	ROOT-misc	python-tool	False	Root governance, scratch, licenses
github/skills/skill-creator/scripts/generate_report.py	12847	py	ROOT-misc	python-tool	False	Root governance, scratch, licenses
github/skills/skill-creator/scripts/improve_description.py	10723	py	ROOT-misc	python-tool	False	Root governance, scratch, licenses
github/skills/skill-creator/scripts/package_skill.py	4234	py	ROOT-misc	python-tool	False	Root governance, scratch, licenses
github/skills/skill-creator/scripts/quick_validate.py	3972	py	ROOT-misc	python-tool	False	Root governance, scratch, licenses
github/skills/skill-creator/scripts/run_eval.py	11464	py	ROOT-misc	python-tool	False	Root governance, scratch, licenses
github/skills/skill-creator/scripts/run_loop.py	13685	py	ROOT-misc	python-tool	False	Root governance, scratch, licenses
github/skills/skill-creator/scripts/utils.py	1661	py	ROOT-misc	python-tool	False	Root governance, scratch, licenses
github/skills/typst-extension/SKILL.md	30271	md	ROOT-misc	markdown-doc	False	Root governance, scratch, licenses
github/skills/typst-writer/SKILL.md	42060	md	ROOT-misc	markdown-doc	False	Root governance, scratch, licenses
github/workflows/build.yml	999	yml	ROOT-misc	data-config	False	Root governance, scratch, licenses
gitignore	853	(none)	ROOT-misc	other	False	Root governance, scratch, licenses
packages/OWNERSHIP.md	1086	md	A-packages-bookkit	markdown-doc	False	Consumable Typst runtime (theme, components, didactics facet)
packages/bookkit-didactics/README.md	429	md	A-packages-bookkit	markdown-doc	False	Consumable Typst runtime (theme, components, didactics facet)
packages/bookkit-didactics/didactics.typ	6071	typ	A-packages-bookkit	typst-source	False	Consumable Typst runtime (theme, components, didactics facet)
packages/bookkit-didactics/exam.typ	3726	typ	A-packages-bookkit	typst-source	False	Consumable Typst runtime (theme, components, didactics facet)
packages/bookkit-didactics/lib.typ	414	typ	A-packages-bookkit	typst-source	False	Consumable Typst runtime (theme, components, didactics facet)
packages/bookkit-didactics/spreads-extra.typ	849	typ	A-packages-bookkit	typst-source	False	Consumable Typst runtime (theme, components, didactics facet)
packages/bookkit-didactics/typst.toml	322	toml	A-packages-bookkit	data-config	False	Consumable Typst runtime (theme, components, didactics facet)
packages/bookkit/README.md	1654	md	A-packages-bookkit	markdown-doc	False	Consumable Typst runtime (theme, components, didactics facet)
packages/bookkit/components/blocks.typ	8168	typ	A-packages-bookkit	typst-source	False	Consumable Typst runtime (theme, components, didactics facet)
packages/bookkit/components/grids.typ	3310	typ	A-packages-bookkit	typst-source	False	Consumable Typst runtime (theme, components, didactics facet)
packages/bookkit/components/inline.typ	3811	typ	A-packages-bookkit	typst-source	False	Consumable Typst runtime (theme, components, didactics facet)
packages/bookkit/components/layouts.typ	5554	typ	A-packages-bookkit	typst-source	False	Consumable Typst runtime (theme, components, didactics facet)
packages/bookkit/components/spreads.typ	7346	typ	A-packages-bookkit	typst-source	False	Consumable Typst runtime (theme, components, didactics facet)
packages/bookkit/components/tables.typ	5881	typ	A-packages-bookkit	typst-source	False	Consumable Typst runtime (theme, components, didactics facet)
packages/bookkit/lib.typ	1686	typ	A-packages-bookkit	typst-source	False	Consumable Typst runtime (theme, components, didactics facet)
packages/bookkit/page.typ	2838	typ	A-packages-bookkit	typst-source	False	Consumable Typst runtime (theme, components, didactics facet)
packages/bookkit/print.typ	4795	typ	A-packages-bookkit	typst-source	False	Consumable Typst runtime (theme, components, didactics facet)
packages/bookkit/theme.typ	6077	typ	A-packages-bookkit	typst-source	False	Consumable Typst runtime (theme, components, didactics facet)
packages/bookkit/typography.typ	5114	typ	A-packages-bookkit	typst-source	False	Consumable Typst runtime (theme, components, didactics facet)
packages/bookkit/typst.toml	378	toml	A-packages-bookkit	data-config	False	Consumable Typst runtime (theme, components, didactics facet)
pilots/README.md	669	md	A-pilots-dogfood	markdown-doc	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/CHAPTER-MAP.md	1133	md	A-pilots-dogfood	markdown-doc	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/README.md	1461	md	A-pilots-dogfood	markdown-doc	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/_single/i4.typ	211	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/_single/ii1.typ	213	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/_single/iii2.typ	215	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/_single/iii5.typ	215	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/_single/iv2.typ	213	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/_single/iv4.typ	213	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/_single/v-cauda.typ	221	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/_single/v-sept.typ	219	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/_single/vi1.typ	213	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/_single/vii1.typ	215	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/build-all.sh	1185	sh	A-pilots-dogfood	shell-tool	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/chapters/i4.typ	17920	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/chapters/ii1.typ	21176	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/chapters/iii2.typ	12402	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/chapters/iii5.typ	8004	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/chapters/iv2.typ	14054	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/chapters/iv4.typ	18506	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/chapters/v-cauda.typ	20992	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/chapters/v-sept.typ	12429	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/chapters/vi1.typ	16270	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/chapters/vii1.typ	15050	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/convert_md_to_typ.py	9492	py	A-pilots-dogfood	python-tool	False	Consumer dogfood pilots (not content SoT)
pilots/_archive/kursbuch-welle-03/main.typ	1572	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/kursbuch-welle-03-compose/README.md	4122	md	A-pilots-dogfood	markdown-doc	False	Consumer dogfood pilots (not content SoT)
pilots/kursbuch-welle-03-compose/_single/iv2.typ	222	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/kursbuch-welle-03-compose/_single/iv4.typ	222	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/kursbuch-welle-03-compose/chapters/i4.typ	20299	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/kursbuch-welle-03-compose/chapters/ii1.typ	21092	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/kursbuch-welle-03-compose/chapters/iii2.typ	14790	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/kursbuch-welle-03-compose/chapters/iii5.typ	7741	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/kursbuch-welle-03-compose/chapters/iv2.typ	14228	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/kursbuch-welle-03-compose/chapters/iv4.typ	17584	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/kursbuch-welle-03-compose/chapters/v-cauda.typ	19853	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/kursbuch-welle-03-compose/chapters/v-sept.typ	13365	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/kursbuch-welle-03-compose/chapters/vi1.typ	17194	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/kursbuch-welle-03-compose/chapters/vii1.typ	14710	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/kursbuch-welle-03-compose/lib/visual.typ	12618	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/kursbuch-welle-03-compose/main.typ	2391	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
pilots/kursbuch-welle-03-compose/reports/e2e-iii2-2026-07-20.md	2302	md	A-pilots-dogfood	markdown-doc	False	Consumer dogfood pilots (not content SoT)
pilots/kursbuch-welle-03-compose/reports/e2e-iii5-2026-07-20.md	11336	md	A-pilots-dogfood	markdown-doc	False	Consumer dogfood pilots (not content SoT)
pilots/kursbuch-welle-03-compose/reports/wave03-full-compose-2026-07-20.md	2023	md	A-pilots-dogfood	markdown-doc	False	Consumer dogfood pilots (not content SoT)
pilots/kursbuch-welle-03-compose/reports/wave03-v2-creative-2026-07-20.md	1554	md	A-pilots-dogfood	markdown-doc	False	Consumer dogfood pilots (not content SoT)
pilots/reuse-datasheet/design-brief.yaml	168	yaml	A-pilots-dogfood	data-config	False	Consumer dogfood pilots (not content SoT)
pilots/reuse-datasheet/main.typ	3477	typ	A-pilots-dogfood	typst-source	False	Consumer dogfood pilots (not content SoT)
prepress/PDFX_def.ps	2189	ps	A-prepress	binary-resource	False	ICC profiles, PDF/X defs
prepress/README.md	4375	md	A-prepress	markdown-doc	False	ICC profiles, PDF/X defs
prepress/profiles/README.md	935	md	A-prepress	markdown-doc	False	ICC profiles, PDF/X defs
prepress/profiles/default_cmyk.icc	187484	icc	A-prepress	binary-resource	False	ICC profiles, PDF/X defs
prepress/profiles/srgb.icc	2576	icc	A-prepress	binary-resource	False	ICC profiles, PDF/X defs
prepress/reports/image-dpi.md	672	md	A-prepress	markdown-doc	False	ICC profiles, PDF/X defs
prepress/reports/preflight-print.md	1373	md	A-prepress	markdown-doc	False	ICC profiles, PDF/X defs
project-tech-stack.md	16243	md	ROOT-misc	markdown-doc	False	Root governance, scratch, licenses
research/README.md	1743	md	R-research-corpus	markdown-doc	False	Ecosystem survey + template study corpus
research/data/all_packages.json	547630	json	R-research-corpus	data-config	False	Ecosystem survey + template study corpus
research/data/all_templates.json	605141	json	R-research-corpus	data-config	False	Ecosystem survey + template study corpus
research/data/index.json	1535056	json	R-research-corpus	data-config	False	Ecosystem survey + template study corpus
research/data/latest_packages_meta.json	736116	json	R-research-corpus	data-config	False	Ecosystem survey + template study corpus
research/data/readme_urls.txt	72402	txt	R-research-corpus	other	False	Ecosystem survey + template study corpus
research/data/versions.txt	422	txt	R-research-corpus	other	False	Ecosystem survey + template study corpus
research/pipeline/check_versions.py	613	py	R-research-corpus	python-tool	False	Ecosystem survey + template study corpus
research/pipeline/fetch_packages.py	3906	py	R-research-corpus	python-tool	False	Ecosystem survey + template study corpus
research/pipeline/process_index.py	1109	py	R-research-corpus	python-tool	False	Ecosystem survey + template study corpus
research/pipeline/process_templates.py	4070	py	R-research-corpus	python-tool	False	Ecosystem survey + template study corpus
research/pipeline/refine_json.py	1255	py	R-research-corpus	python-tool	False	Ecosystem survey + template study corpus
scripts/book-production-status.sh	1993	sh	A-build-scripts	shell-tool	False	Build, setup, bookkit CLI
scripts/bookkit	21365	(none)	A-build-scripts	other	False	Build, setup, bookkit CLI
scripts/build.ps1	2611	ps1	A-build-scripts	shell-tool	False	Build, setup, bookkit CLI
scripts/build.sh	1879	sh	A-build-scripts	shell-tool	False	Build, setup, bookkit CLI
scripts/check-image-dpi.py	7684	py	A-prepress-scripts	python-tool	False	Print PDF/X, DPI, preflight
scripts/graphics-refine-agy.sh	2548	sh	B-graphics-scripts	shell-tool	False	Vision/refine shell helpers
scripts/graphics-spike-init.sh	1957	sh	B-graphics-scripts	shell-tool	False	Vision/refine shell helpers
scripts/graphics-vision-agy.sh	3332	sh	B-graphics-scripts	shell-tool	False	Vision/refine shell helpers
scripts/graphics-vision-gemini.sh	3584	sh	B-graphics-scripts	shell-tool	False	Vision/refine shell helpers
scripts/preflight-print.sh	3201	sh	A-prepress-scripts	shell-tool	False	Print PDF/X, DPI, preflight
scripts/preflight.ps1	4207	ps1	A-prepress-scripts	shell-tool	False	Print PDF/X, DPI, preflight
scripts/print-pdfx.ps1	3179	ps1	A-prepress-scripts	shell-tool	False	Print PDF/X, DPI, preflight
scripts/print-pdfx.sh	3488	sh	A-prepress-scripts	shell-tool	False	Print PDF/X, DPI, preflight
scripts/setup.ps1	1906	ps1	A-build-scripts	shell-tool	False	Build, setup, bookkit CLI
scripts/workspace-inventory.py	10883	py	META-docs-ux	python-tool	False	Consumer docs, runbook, workspace
src/SHOWCASE-README.md	3477	md	A-showcase-book	markdown-doc	False	Flagship showcase book dogfooding bookkit
src/assets/anatomy/cell.svg	1773	svg	A-showcase-book	visual-artifact	False	Flagship showcase book dogfooding bookkit
src/assets/anatomy/heart-schema.svg	1522	svg	A-showcase-book	visual-artifact	False	Flagship showcase book dogfooding bookkit
src/assets/anatomy/nephron.svg	1669	svg	A-showcase-book	visual-artifact	False	Flagship showcase book dogfooding bookkit
src/assets/anatomy/neuron-compact.svg	1879	svg	A-showcase-book	visual-artifact	False	Flagship showcase book dogfooding bookkit
src/assets/anatomy/neuron.svg	1585	svg	A-showcase-book	visual-artifact	False	Flagship showcase book dogfooding bookkit
src/chapters/00-cover.typ	271	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/01-intro.typ	4886	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/02-typography.typ	6356	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/03-structure.typ	6287	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/04-components.typ	5656	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/05-layout.typ	6859	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/06-advanced.typ	4852	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/07-backmatter.typ	7170	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/08-packages.typ	13994	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/09-data-driven.typ	11842	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/10-tooling.typ	9305	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/11-academic.typ	7901	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/12-beyond-flow.typ	5953	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/13-wasm-meta.typ	6639	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/14-templates.typ	6196	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/15-book-patterns.typ	11757	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/16-margin-patterns.typ	10886	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/17-visual-hierarchy.typ	12139	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/18-pinit-showcase.typ	13217	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/19-didaktik.typ	11113	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/20-datenvisualisierung.typ	5573	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/21-diagramme.typ	6144	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/22-bildintegration.typ	10153	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/23-seitengestaltung.typ	8830	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/24-kunststuecke.typ	3327	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/chapters/25-rechtskunde.typ	12665	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/components/art.typ	12315	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/components/blocks.typ	119	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/components/charts.typ	11411	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/components/diagrams.typ	2958	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/components/didactics.typ	131	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/components/exam.typ	126	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/components/figures.typ	11446	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/components/grids.typ	118	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/components/inline.typ	119	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/components/layouts.typ	120	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/components/legal.typ	10440	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/components/page-design.typ	9978	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/components/pedigree.typ	2552	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/components/spreads.typ	220	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
src/components/tables.typ	119	typ	A-showcase-book	typst-source	False	Flagship showcase book dogfooding bookkit
