path	bytes	ext	bucket	role	is_symlink	purpose_bucket
domains/medical/briefs/_archive/kl-mi.brief.md	6931	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/kl-mscc-spine.claim-audit.md	3748	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/kl-mscc-spine.form-spec.md	4782	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/kl-mscc-spine.vision.md	2886	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/kl-script-system-p0.accept.md	2008	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/kl-script-system-p1.accept.md	1131	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/kl-script-system.brief.md	5314	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/kl-script-system.graphics.md	3568	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/kl-suicid-chrome.form-spec.md	10679	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/kl-suicid-mimic.form-spec.md	7647	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/kl-suicid-urgency.form-spec.md	12376	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/kl-suicid.brief.md	10508	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/kl-wave5.accept.md	2881	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/kl-wave5.board.md	1507	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/v-cauda-equina.accept.md	3412	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/v-cauda-equina.brief.md	8875	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/v-cauda-equina.feasibility.md	5571	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/v-sept-arthritis.accept.md	2793	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/v-sept-arthritis.brief.md	6607	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/v-sept-arthritis.feasibility.md	3993	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/vi1-geriatrie.accept.md	2901	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/vi1-geriatrie.brief.md	7460	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/vi1-geriatrie.feasibility.md	4868	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/vii1-exam-cluster.accept.md	2345	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/vii1-exam-cluster.brief.md	6268	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_archive/vii1-exam-cluster.feasibility.md	4423	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_explorations/README.md	2146	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_explorations/gemini-ontology-eval/0ac6af2392b773ed.json	34118	json	B-medical-briefs	data-config	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_explorations/gemini-ontology-eval/0ac6af2392b773ed.md	12378	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_explorations/gemini-ontology-eval/83c5b1a68259facf.json	90359	json	B-medical-briefs	data-config	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_explorations/gemini-ontology-eval/83c5b1a68259facf.md	10919	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_explorations/gemini-ontology-eval/SYNTHESIS-v1.1-frozen.md	9005	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_explorations/gemini-ontology-eval/dab02a87d49cf3ba.json	34301	json	B-medical-briefs	data-config	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_explorations/gemini-ontology-eval/dab02a87d49cf3ba.md	17896	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_explorations/gemini-ontology-eval/round1-eval.md	6501	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_explorations/gemini-ontology-eval/round2-dialectic.md	9959	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_explorations/gemini-ontology-eval/round3-freeze.md	5751	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_explorations/kl-deep-execution-plan.md	1702	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_explorations/kl-form-space.md	18336	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_explorations/kl-harvest-and-reuse-plan.md	13800	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_explorations/kl-ontology-and-relations.md	25345	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_explorations/kl-phase1-critique-redesign.md	9359	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_explorations/welle-06-kl-content-forms-analysis.md	23052	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_explorations/welle-06-kl-implementation-roadmap.md	6095	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_wave5/00-form-space-crosscut.md	1695	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_wave5/ambition-raster-postmortem.md	5162	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_wave5/anatomy-depiction-pause.md	1302	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_wave5/kl-anaphylaxie.content-map.md	36029	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_wave5/kl-compartment.content-map.md	26213	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_wave5/kl-mi.content-map.md	24724	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_wave5/kl-stroke.content-map.md	35274	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_wave5/kl-suicid.content-map.md	31177	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_wave6/00-form-space-crosscut.md	1291	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_wave6/kl-gicht.content-map.md	3877	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_wave6/kl-le.content-map.md	3763	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/_wave6/kl-sepsis.content-map.md	4688	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/ii1-drei-achsen-drisc.accept.md	4843	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/ii1-drei-achsen-drisc.brief.md	8478	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/ii1-drei-achsen-drisc.feasibility.md	4243	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/ii1-drei-achsen-drisc.graphics.md	1724	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/ii1-drei-achsen-drisc.vision.md	2847	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/iii2-bls-aed.accept.md	2716	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/iii2-bls-aed.brief.md	6489	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/iii2-bls-aed.feasibility.md	2610	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/iii2-bls-aed.graphics.md	6292	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/iii2-bls-aed.vision.md	2535	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/iii5-cauda-notfallkarte.accept.md	4693	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/iii5-cauda-notfallkarte.brief.md	9934	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/iii5-cauda-notfallkarte.feasibility.md	7069	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/iii5-cauda-notfallkarte.form-spec.md	2708	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/iii5-cauda-notfallkarte.graphics.md	1563	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/iii5-cauda-notfallkarte.vision.md	2627	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/iv2-rueckenschmerz-neuro.accept.md	5759	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/iv2-rueckenschmerz-neuro.brief.md	7466	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/iv2-rueckenschmerz-neuro.feasibility.md	4389	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/iv2-rueckenschmerz-neuro.form-spec.md	4849	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/iv2-rueckenschmerz-neuro.graphics.md	3322	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/iv2-rueckenschmerz-neuro.vision.md	3013	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/iv4-heisses-gelenk.accept.md	5006	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/iv4-heisses-gelenk.brief.md	7399	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/iv4-heisses-gelenk.feasibility.md	4055	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/iv4-heisses-gelenk.graphics.md	1518	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/iv4-heisses-gelenk.vision.md	2892	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-ces-saddle.form-spec.md	2658	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-ces-saddle.vision.md	1903	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-compartment-mimic.form-spec.md	4600	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-compartment-spatial-sweetspot.vision.md	2653	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-compartment-spatial.claim-audit.md	1236	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-compartment-spatial.form-spec.md	11342	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-compartment-spatial.vision.md	1737	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-compartment-urgency.form-spec.md	8052	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-compartment.brief.md	7483	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-f2-urgency-ladder.form-spec.md	5341	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-f3-cue-matrix.form-spec.md	2797	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-f4-four-pole.form-spec.md	3344	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-gicht-mimic.form-spec.md	908	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-gicht-urgency.form-spec.md	2337	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-gicht.brief.md	1703	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-le-mimic.form-spec.md	994	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-le-urgency.form-spec.md	2865	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-le.brief.md	1651	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-melanom-abcde.claim-audit.md	1836	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-melanom-abcde.form-spec.md	3116	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-melanom-abcde.vision.md	4313	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-melanom-mimic.form-spec.md	2691	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-melanom-urgency.form-spec.md	5205	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-melanom.accept.md	2032	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-melanom.brief.md	3720	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-sepsis-flag-cluster.form-spec.md	2389	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-sepsis-mimic.form-spec.md	1220	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-sepsis-urgency.form-spec.md	3474	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-sepsis.brief.md	3407	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-stroke-fast.claim-audit.md	1132	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-stroke-fast.form-spec.md	10840	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-stroke-fast.vision.md	2129	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-stroke-mimic.form-spec.md	5489	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-stroke-urgency.form-spec.md	9982	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-stroke.brief.md	7732	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-u-discrimination.form-spec.md	3731	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-u-mimic.form-spec.md	3602	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-u-urgency-scope.form-spec.md	6535	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-us-d-urgency.vision.md	2251	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/briefs/kl-wave6.accept.md	3567	md	B-medical-briefs	markdown-doc	False	Briefs, form-specs, accept, vision notes
domains/medical/lib/typst/README.md	1780	md	B-medical-other	markdown-doc	False	Domain README/OWNERSHIP
domains/medical/lib/typst/kl-core/cue-matrix.typ	2659	typ	B-medical-other	typst-source	False	Domain README/OWNERSHIP
domains/medical/lib/typst/kl-core/discrimination.typ	2345	typ	B-medical-other	typst-source	False	Domain README/OWNERSHIP
domains/medical/lib/typst/kl-core/four-pole.typ	2797	typ	B-medical-other	typst-source	False	Domain README/OWNERSHIP
domains/medical/lib/typst/kl-core/m-a-mimic.typ	1727	typ	B-medical-other	typst-source	False	Domain README/OWNERSHIP
domains/medical/lib/typst/kl-core/m-b-peel.typ	3906	typ	B-medical-other	typst-source	False	Domain README/OWNERSHIP
domains/medical/lib/typst/kl-core/melanom.typ	18026	typ	B-medical-other	typst-source	False	Domain README/OWNERSHIP
domains/medical/lib/typst/kl-core/script-core.typ	10401	typ	B-medical-other	typst-source	False	Domain README/OWNERSHIP
domains/medical/lib/typst/kl-core/urgency-ladder.typ	7483	typ	B-medical-other	typst-source	False	Domain README/OWNERSHIP
domains/medical/lib/typst/kl-core/us-d-dashboard.typ	6119	typ	B-medical-other	typst-source	False	Domain README/OWNERSHIP
domains/medical/lib/typst/kl-core/us-time-scope.typ	6602	typ	B-medical-other	typst-source	False	Domain README/OWNERSHIP
domains/medical/lib/typst/kl-core/v2-cues-suspicion.typ	5381	typ	B-medical-other	typst-source	False	Domain README/OWNERSHIP
domains/medical/lib/typst/kl-core/v2-urgency.typ	6646	typ	B-medical-other	typst-source	False	Domain README/OWNERSHIP
domains/medical/lib/typst/kl-wave5/anaphylaxie.typ	6026	typ	B-medical-other	typst-source	False	Domain README/OWNERSHIP
domains/medical/lib/typst/kl-wave5/compartment.typ	23704	typ	B-medical-other	typst-source	False	Domain README/OWNERSHIP
domains/medical/lib/typst/kl-wave5/mi.typ	6899	typ	B-medical-other	typst-source	False	Domain README/OWNERSHIP
domains/medical/lib/typst/kl-wave5/stroke.typ	10782	typ	B-medical-other	typst-source	False	Domain README/OWNERSHIP
domains/medical/lib/typst/kl-wave5/suicid.typ	5358	typ	B-medical-other	typst-source	False	Domain README/OWNERSHIP
domains/medical/lib/typst/kl-wave6/gicht.typ	5229	typ	B-medical-other	typst-source	False	Domain README/OWNERSHIP
domains/medical/lib/typst/kl-wave6/le.typ	4765	typ	B-medical-other	typst-source	False	Domain README/OWNERSHIP
domains/medical/lib/typst/kl-wave6/sepsis.typ	7049	typ	B-medical-other	typst-source	False	Domain README/OWNERSHIP
domains/medical/recipes/fallbasiert.md	1213	md	B-medical-meta	markdown-doc	False	Genre recipes + media templates
domains/medical/recipes/lerntext.md	1215	md	B-medical-meta	markdown-doc	False	Genre recipes + media templates
domains/medical/recipes/notfall-karte.md	9227	md	B-medical-meta	markdown-doc	False	Genre recipes + media templates
domains/medical/recipes/notfall-karte.minima.yaml	1275	yaml	B-medical-meta	data-config	False	Genre recipes + media templates
domains/medical/skill/media-brief-workspace/README.md	527	md	B-media-brief	markdown-doc	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/ANALYST.md	678	md	B-media-brief	markdown-doc	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/benchmark.json	6087	json	B-media-brief	data-config	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/benchmark.md	1415	md	B-media-brief	markdown-doc	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/eval-1-kl-transfer-urgency-form-spec/eval_metadata.json	1796	json	B-media-brief	data-config	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/eval-1-kl-transfer-urgency-form-spec/with_skill/grading.json	801	json	B-media-brief	data-config	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/eval-1-kl-transfer-urgency-form-spec/with_skill/outputs/NOTES.md	1533	md	B-media-brief	markdown-doc	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/eval-1-kl-transfer-urgency-form-spec/with_skill/outputs/kl-melanom-urgency.form-spec.md	10982	md	B-media-brief	markdown-doc	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/eval-1-kl-transfer-urgency-form-spec/without_skill/grading.json	804	json	B-media-brief	data-config	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/eval-1-kl-transfer-urgency-form-spec/without_skill/outputs/NOTES.md	1812	md	B-media-brief	markdown-doc	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/eval-1-kl-transfer-urgency-form-spec/without_skill/outputs/kl-melanom-urgency.form-spec.md	11386	md	B-media-brief	markdown-doc	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/eval-2-kl-ambition-abcde-form-space/eval_metadata.json	1308	json	B-media-brief	data-config	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/eval-2-kl-ambition-abcde-form-space/with_skill/grading.json	692	json	B-media-brief	data-config	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/eval-2-kl-ambition-abcde-form-space/with_skill/outputs/NOTES.md	2787	md	B-media-brief	markdown-doc	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/eval-2-kl-ambition-abcde-form-space/with_skill/outputs/abcde.form-spec.md	8360	md	B-media-brief	markdown-doc	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/eval-2-kl-ambition-abcde-form-space/with_skill/outputs/form-space.md	6235	md	B-media-brief	markdown-doc	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/eval-2-kl-ambition-abcde-form-space/without_skill/grading.json	695	json	B-media-brief	data-config	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/eval-2-kl-ambition-abcde-form-space/without_skill/outputs/NOTES.md	2061	md	B-media-brief	markdown-doc	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/eval-2-kl-ambition-abcde-form-space/without_skill/outputs/abcde.form-spec.md	6960	md	B-media-brief	markdown-doc	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/eval-2-kl-ambition-abcde-form-space/without_skill/outputs/form-space.md	6931	md	B-media-brief	markdown-doc	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/eval-3-accept-rubric-no-monotony/eval_metadata.json	980	json	B-media-brief	data-config	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/eval-3-accept-rubric-no-monotony/with_skill/grading.json	511	json	B-media-brief	data-config	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/eval-3-accept-rubric-no-monotony/with_skill/outputs/NOTES.md	1771	md	B-media-brief	markdown-doc	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/eval-3-accept-rubric-no-monotony/with_skill/outputs/accept.md	6186	md	B-media-brief	markdown-doc	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/eval-3-accept-rubric-no-monotony/without_skill/grading.json	514	json	B-media-brief	data-config	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/eval-3-accept-rubric-no-monotony/without_skill/outputs/NOTES.md	914	md	B-media-brief	markdown-doc	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/eval-3-accept-rubric-no-monotony/without_skill/outputs/accept.md	3324	md	B-media-brief	markdown-doc	False	media-brief skill + form-space
domains/medical/skill/media-brief-workspace/iteration-1/review.html	130780	html	B-media-brief	other	False	media-brief skill + form-space
domains/medical/skill/media-brief/SKILL.md	15621	md	B-media-brief	markdown-doc	False	media-brief skill + form-space
domains/medical/skill/media-brief/evals/evals.json	5054	json	B-media-brief	data-config	False	media-brief skill + form-space
domains/medical/skill/media-brief/references/design-reasoning.md	6315	md	B-media-brief	markdown-doc	False	media-brief skill + form-space
domains/medical/skill/media-brief/references/kl-form-space-process.md	4164	md	B-media-brief	markdown-doc	False	media-brief skill + form-space
domains/medical/skill/media-brief/references/kl-illness-script-ontology.md	3405	md	B-media-brief	markdown-doc	False	media-brief skill + form-space
domains/medical/skill/medical-graphics-workspace/README.md	531	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/ANALYST.md	578	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/benchmark.json	5758	json	B-medical-graphics	data-config	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/benchmark.md	1296	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-1-transfer-melanom-urgency-code/eval_metadata.json	1479	json	B-medical-graphics	data-config	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-1-transfer-melanom-urgency-code/with_skill/grading.json	773	json	B-medical-graphics	data-config	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-1-transfer-melanom-urgency-code/with_skill/outputs/NOTES.md	3248	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-1-transfer-melanom-urgency-code/with_skill/outputs/melanom-urgency.typ	5856	typ	B-medical-graphics	typst-source	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-1-transfer-melanom-urgency-code/with_skill/outputs/spike-recreate.typ	1617	typ	B-medical-graphics	typst-source	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-1-transfer-melanom-urgency-code/without_skill/grading.json	776	json	B-medical-graphics	data-config	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-1-transfer-melanom-urgency-code/without_skill/outputs/NOTES.md	2283	md	B-medical-graphics	markdown-doc	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-1-transfer-melanom-urgency-code/without_skill/outputs/melanom-urgency.typ	5322	typ	B-medical-graphics	typst-source	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-1-transfer-melanom-urgency-code/without_skill/outputs/spike-recreate.typ	873	typ	B-medical-graphics	typst-source	False	medical-graphics skill + playbook
domains/medical/skill/medical-graphics-workspace/iteration-1/eval-2-abcde-realize-or-vision/eval_metadata.json	1072	json	B-medical-graphics	data-config	False	medical-graphics skill + playbook
